X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
pazopanib,0.113084391,0.163468826,4.85E-02,0.153018369,0.625610428,NA,NA,3.94E-02,NA,0.314337625,0.163965363,0.272472001,0.100663734,0.131550013,8.99E-02,7.37E-02,0.151460979,0.134681234,6.53E-02,0.233859725,0.127350607,0.135476034,0.222019068,0.145431729,0.129793291,0.20212484,6.63E-02,0.187509302,1.89E-02,0.120658066,0.177804866,0.126341625,1.38E-02,0.12862513,4.19E-02,1.13E-02,0.279610188,0.210485795,0.171374696,0.12263241,8.70E-02,5.65E-03,0.169639856,0.13045717,0.273126943,0.223194285,0.174196445,NA
procarbazine,0,1.19E-02,0,0,0,NA,NA,9.54E-03,NA,5.32E-03,NA,0,NA,0,0,0,0,1.25E-03,0,6.20E-04,5.68E-02,0,NA,5.63E-03,NA,NA,7.66E-03,0.218470705,5.06E-02,0,2.81E-02,0.174496264,3.79E-02,6.23E-02,6.69E-03,0,0,2.73E-02,2.59E-04,1.85E-02,1.43E-02,NA,0,3.94E-03,NA,7.74E-02,4.70E-02,1.54E-02
Rapamycin,0.212355138,0.262502418,0.129653284,0.253636036,0.171914976,0.124106535,4.10E-02,0.146915856,0.121338389,0.361095774,0.325402642,0.297782652,0.293878572,0.164382855,0.121827672,8.07E-02,0.230510815,0.35396691,0.366042023,6.10E-02,0.270817513,9.29E-02,0.247462209,0.574392914,7.96E-03,0.144679962,0.213237123,8.39E-02,0.179746937,0.379439686,0.213987214,9.86E-02,0.2662545,0.490754476,0.157285757,7.51E-02,0.119936698,0.159796653,0.225028477,0.217013783,0.202219677,9.60E-02,0.355015693,0.217740372,0.432852204,0.170472746,0.243079805,0.365572324
regorafenib,4.74E-02,2.64E-03,NA,0.312706613,NA,NA,NA,0.136390678,NA,0.757319714,0.147408621,0.53054118,NA,NA,0.168977544,NA,0.176878495,0.129067176,0.234300816,7.38E-02,0.287894211,0.289048499,0.179887088,0.111719472,6.43E-02,NA,7.66E-02,0.111051631,0.168532656,6.90E-02,0,8.17E-02,4.52E-02,0.17615215,8.60E-02,0.155646,NA,7.01E-02,0.130903324,0.1082778,6.87E-02,0.168349131,0.105840548,0.179704733,0.207853075,7.69E-02,0.242007921,6.78E-02
ruxolitinib,0.579569258,0.392168477,2.94E-02,0.123993165,0.106767345,0.121633601,1.90E-02,2.89E-02,1.29E-02,0.212608571,0.198693141,0.175572616,5.47E-02,4.08E-02,0.195602682,0.746488268,3.79E-02,7.78E-02,3.90E-02,0.17811892,2.83E-02,0.223694636,0.154614362,0.509135664,9.68E-02,5.85E-02,5.97E-02,3.52E-02,2.41E-02,5.49E-02,3.27E-02,1.52E-02,2.25E-02,8.70E-02,7.07E-02,3.64E-02,4.71E-02,4.76E-02,3.05E-02,2.32E-02,3.91E-02,6.69E-02,5.62E-02,7.02E-02,5.09E-02,0.136573681,7.84E-02,5.94E-02
simvastatin,NA,0.135690859,4.84E-02,2.64E-02,NA,NA,NA,6.13E-02,NA,0.170744361,NA,0.212113371,0.119502487,NA,9.35E-02,1.34E-02,9.39E-02,9.98E-02,2.26E-02,0.151259873,0.209131459,1.49E-02,0.115921441,0.119215964,0.172053185,9.38E-02,5.68E-03,0.176846839,0.116345326,0.164830603,8.21E-03,1.90E-02,7.44E-02,6.23E-02,3.97E-02,7.32E-02,6.64E-02,9.05E-03,0.224324902,6.51E-02,0.113477763,0.29707706,0.400969009,0.153677752,5.39E-02,0.199874667,0.314269804,0.162749269
SN-38,0.15505721,0.349638337,0.119421762,0.591063373,0.301275985,NA,0.112361707,0.214750859,0.245991325,0.398356238,0.33302519,0.455616484,0.157477225,0.376196094,0.383350602,0.178314433,0.309662421,9.78E-02,NA,0.185281744,0.166749796,0.480737958,0.253697718,0.448392997,0.312341313,0.231130212,0.191553082,6.84E-02,0.22733199,0.160343759,0.171044275,9.28E-02,0.1521069,0.208229209,3.38E-02,0.2929235,8.63E-02,0.438961175,0.217878485,5.15E-02,0.378944287,5.68E-02,0.200560482,7.14E-02,NA,0.328835324,0.169647434,0.275620891
Sunitinib,0.282826629,0.258831047,0.211548899,0.255320079,0.384646831,0.173133501,0.10404221,0.208739544,0.145638208,0.901281398,0.507950726,0.755819485,0.19188549,0.175882331,0.284759351,0.179397734,0.192687823,0.29050331,0.206652963,0.112871961,0.166881361,0.340240413,0.443969428,0.281397325,0.264368937,0.238403892,0.277532816,0.247683903,0.111117298,0.168808001,0.250044867,0.175033931,6.34E-02,0.290603015,9.74E-02,0.108358,0.296910933,0.393717824,0.128441944,0.154026495,0.24805771,0.265519608,0.300434615,0.252507031,0.396444183,0.251500006,0.313607306,0.154173988
tacrolimus,6.17E-03,5.51E-02,4.65E-02,4.90E-02,3.46E-02,NA,NA,0.114936431,NA,9.22E-02,0.164829156,7.49E-02,NA,3.89E-02,4.27E-02,4.00E-02,8.49E-02,0.155006847,4.26E-02,0.126870056,9.70E-02,8.66E-02,0.192900827,9.92E-02,0.109865469,0.18390409,3.21E-02,5.40E-02,5.80E-02,7.80E-03,4.30E-02,1.18E-02,NA,5.80E-02,3.60E-02,3.47E-02,9.09E-03,2.02E-02,0.107431308,3.59E-02,9.95E-02,4.47E-02,3.24E-02,3.61E-02,1.55E-02,2.35E-02,4.53E-02,8.90E-02
Tamoxifen,3.06E-02,1.15E-02,6.69E-02,4.53E-02,3.11E-02,3.98E-03,3.89E-02,2.14E-02,0,6.87E-02,4.48E-02,6.18E-02,1.54E-02,2.57E-02,2.67E-03,2.02E-02,1.97E-02,4.57E-02,7.87E-03,3.17E-03,8.39E-02,0.216249135,4.41E-02,0.139519513,6.55E-02,2.17E-03,4.67E-02,0.232000078,4.85E-02,7.20E-02,0.114238933,5.60E-02,1.66E-02,0.140801262,8.23E-02,5.58E-02,4.90E-02,2.19E-02,3.77E-02,3.53E-02,4.21E-03,5.73E-02,6.13E-02,8.11E-02,9.97E-03,2.74E-02,9.66E-02,4.18E-03
temozolomide,1.81E-02,3.02E-03,1.96E-02,1.20E-02,3.13E-03,1.99E-03,1.43E-03,4.05E-02,7.34E-02,2.05E-03,8.66E-02,4.48E-02,4.87E-02,0,3.42E-02,3.40E-02,2.63E-02,5.25E-02,0.186464509,4.98E-02,3.06E-02,3.30E-02,1.34E-02,3.95E-02,1.76E-02,3.86E-02,2.03E-03,4.60E-03,2.83E-02,1.53E-02,2.72E-02,5.58E-03,8.85E-03,1.94E-02,2.15E-03,2.30E-02,3.70E-02,8.47E-02,1.22E-02,3.30E-03,2.87E-02,1.77E-02,1.98E-02,2.28E-02,9.37E-02,1.68E-02,3.12E-02,1.97E-02
temsirolimus,0.145142532,1.03E-02,0.245337611,NA,0.268924908,0.436407835,0.12747343,0.15609968,0.148355888,0.392479169,0.301959846,0.414628229,0.354103524,0.101795381,7.30E-02,6.05E-02,0.257044908,0.321350473,0.197784036,8.62E-02,0.283834518,NA,0.140532542,NA,0.140355851,0.102167247,0.187380824,0.371691769,9.98E-02,0.434631691,0.260644472,0.21256165,0.271833,0.675604443,0.33138516,0.347501,0.308862953,0.258610203,0.46176095,NA,0.318577208,0.506649544,0.505701638,0.160067068,NA,0.186764805,0.503894656,0.331286879
Teniposide,NA,0.541538924,NA,NA,NA,NA,NA,NA,NA,0.721788809,0.259612357,0.758260219,NA,NA,NA,NA,0.607219777,NA,NA,0.796507686,0.712410144,NA,NA,NA,0.831359623,0.780321467,0.318862363,0.212746646,NA,NA,0.201288198,NA,NA,NA,NA,NA,0.375045241,0.336997038,NA,NA,NA,NA,NA,NA,NA,NA,0.188123225,0.274629529
thalidomide,7.45E-02,NA,1.20E-02,2.38E-03,5.17E-02,NA,NA,NA,NA,NA,NA,NA,NA,5.39E-03,9.85E-02,1.28E-02,NA,NA,1.60E-02,NA,NA,3.36E-03,NA,9.25E-02,NA,NA,NA,NA,4.88E-02,2.15E-02,NA,6.80E-03,6.28E-02,NA,6.24E-03,3.31E-02,NA,NA,7.86E-02,1.95E-02,0.100890288,6.90E-02,5.91E-02,3.67E-02,0.19013013,5.95E-02,NA,NA
Topotecan,0.46307261,0.593320041,0.474298046,0.578522201,0.519114819,0.388887724,NA,0.483111357,0.671730238,0.752130532,0.375032977,0.614794505,0.535169343,0.772550006,0.61549225,0.462205852,0.581071693,0.557743479,0.556961222,0.553784455,0.43102139,0.74152695,0.608543832,0.580844201,0.653198778,0.610570459,0.424099179,0.383010572,0.314919268,0.182746845,0.325126617,0.204688458,0.3931305,0.206369437,0.255601242,0.508057,0.190721885,0.480959794,0.397779216,0.190411883,0.391649018,0.159773493,0.287735697,0.248953248,0.533264158,0.548112488,0.290571334,0.404231902
Vandetanib,1.98E-02,0,5.43E-02,8.11E-02,0.307092147,0.295437208,NA,5.09E-02,8.09E-02,0.292182918,0.197055444,0.19119193,3.41E-02,0.146192295,8.87E-02,9.39E-02,5.99E-02,8.16E-02,8.21E-02,3.11E-02,8.78E-02,0.165358447,3.12E-02,0.15682688,3.76E-02,9.95E-02,0.279077301,0.334498803,9.28E-02,0.211477373,0.174736452,0.147578027,8.27E-02,0.2320682,0.172233099,3.49E-02,7.31E-02,9.10E-02,0.230741909,0.144263134,0.117699797,0.106371263,0.162380353,0.191442264,9.44E-02,0.19603178,0.20847239,9.54E-02
Vinblastine,0.171177072,NA,0.53295651,NA,0.377299009,NA,0.4653129,8.84E-02,0.41490577,0.555964127,0.545258712,0.67731371,0.763108829,0.426295971,0.46866774,0.345516574,0.355176527,0.444008639,NA,NA,0.204516259,NA,3.81E-02,NA,0.785610499,0.318532146,0.405645198,0.344088921,0.292162563,0.436596548,0.287823768,0.426373013,0.363647,0.62718849,0.446296681,0.528761,0.516740954,NA,0.296975195,NA,0.546026507,0.55302936,0.479193057,0.111713747,NA,5.49E-02,0.715007797,NA
vincristine,NA,0.489975168,0.7519556,0.737994477,NA,NA,NA,0.428077403,NA,0.884615656,0.613154759,0.804839688,0.61287707,0.935071417,0.899937424,0.736256795,0.831253945,0.825113628,0.7703543,0.86815136,0.933189537,0.816145671,0.499465746,0.881327498,0.843114403,0.688213572,0.300944193,0.348955347,0.582331622,0.386539678,0.411325979,0.505588833,0.229877,0.734685093,0.362364972,0.427681,0.137192026,0.177630133,0.526062234,0.509535662,0.513562936,0.314752486,0.761098695,0.290003389,0.436919479,0.597841129,0.716895148,0.669536558
Vinorelbine,0.321329364,0.174514463,0.309550109,0.214403312,0.347116173,6.15E-02,0.222953638,5.02E-02,0.511605289,0.427617428,0.41325901,0.382224154,0.335166741,0.388742612,0.346779372,0.258733274,7.32E-03,0.272599468,0.595801532,NA,0.13286971,NA,0.228746547,NA,0.707128988,0.357560657,0.43853535,0.350371722,0.708035795,0.42399117,0.357256397,0.436758709,0.369832,0.534717032,0.42934652,0.563326,0.42874163,NA,0.101169608,0.128606985,0.677243272,0.498974007,0.59343962,8.94E-02,0.155421421,0.102248138,0.371968821,0.622117084
AR-42,0.785142359,0.831828869,0.673098551,0.677175067,NA,0.736653909,0.665446226,0.667506105,0.491992698,0.7333764,0.624077699,0.766956091,0.623825484,0.684715358,0.75261333,0.87381613,0.437134261,0.567939041,0.750834436,NA,0.647483831,NA,0.718697111,NA,0.794537697,0.648177874,5.58E-02,2.66E-02,0.245681447,0.379252457,0.366775124,0.289652958,0.368115,0.301501017,0.397961827,0.264286,0.567863002,NA,0.444186291,0.14272394,0.488606673,0.646919125,0.691947513,0.325025121,0.6667854,0.794091901,0.466004021,0.401597711
AT-406,NA,NA,5.53E-02,0.104974179,0.319217697,NA,NA,7.88E-02,NA,NA,0.210682524,NA,0.146267566,3.30E-03,2.93E-02,0.112180985,NA,0.222058391,NA,0,0.108526414,2.47E-02,0.132988603,0.434242106,0.260205995,0,NA,NA,0,8.13E-02,4.66E-03,3.73E-02,0.196298,7.05E-02,0,3.57E-03,NA,4.78E-02,5.14E-02,8.61E-02,NA,5.81E-02,0.120640869,1.82E-02,0.113274302,NA,NA,0.334970092
AT-7519,0.37699877,5.60E-02,0.518241731,7.83E-02,0.713416619,0.148767921,0.512572636,4.95E-03,0.728467093,0.804754142,0.746291647,0.762071928,0.730792578,0.599990779,0.51435767,0.543329348,0.11595695,0.814068523,0.73306301,NA,0.495159842,NA,0.642719381,NA,0.849595119,0.56626166,0.469727489,0.635387667,0.306978543,0.374314369,0.214031498,3.95E-02,0.271175,0.366033164,0.580070755,0.116627,8.57E-03,NA,0.411908961,0.120707614,2.39E-02,0.475651613,0.708409647,0.169863307,0.518439219,0.212123405,0.591747819,0.479993202
AZD1480,0.242925268,NA,5.45E-02,0.12376434,0.171446276,NA,NA,NA,NA,NA,NA,NA,NA,9.42E-02,0.230562879,0.262661515,NA,NA,8.64E-02,NA,NA,0.152698257,NA,0.342991966,NA,NA,NA,NA,3.61E-02,4.57E-02,NA,4.41E-02,7.44E-02,NA,4.09E-02,1.65E-02,NA,NA,5.44E-02,1.88E-02,2.17E-02,0.156339158,0.209087388,4.74E-02,0.274435595,0.115990604,NA,NA
AZD6482,0.136713453,3.71E-02,0.212349833,5.04E-02,0.325863498,4.79E-02,0.107173786,6.78E-02,9.65E-02,0.233120861,0.268188942,0.281007156,0.283655715,0.163445211,7.84E-02,2.44E-02,4.64E-02,0.226581144,0.24752741,0.303333049,0.109341121,6.34E-02,0.144276787,0.201578567,0.167733714,6.02E-02,0.152363143,6.23E-02,0.117297542,0.130271794,6.88E-02,0.126083593,0.177764,6.08E-02,8.61E-02,8.49E-02,0.177026835,9.83E-02,0.300024018,0.190898113,0.174978563,0.147055431,0.325068648,0.168972869,0.162688119,0.205517335,0.114326516,6.38E-02
AZD7762,0.388719015,0.60518733,0.397919043,0.489688314,0.951539582,NA,0.310921326,0.266516681,0.307624294,0.94489283,0.661904813,0.959394331,0.612310679,0.402091454,0.531766703,0.45084274,0.542115537,0.680057981,0.541664401,NA,0.289596155,0.694066518,0.598233118,0.734912047,0.610525607,0.519390388,0.305279189,0.627630542,0.239807691,0.443443394,0.253315938,0.330400867,0.372224,0.508400258,0.328503737,0.1937135,0.469601527,0.650518859,0.390753085,0.282463268,0.161032492,0.619440997,0.391006608,0.214981895,0.420615531,0.201554,0.595177516,0.459826067
AZD8055,0.431912658,0.50832918,0.364249719,0.437292634,0.795606869,0.324823614,0.374023398,0.216998021,0.175647231,0.511630489,0.410036275,0.58999717,0.449656805,0.488921819,0.298801305,0.377409767,0.294587247,0.560234919,0.685380799,0.357075321,0.421491725,0.251659467,0.215657601,0.601678037,0.339526128,0.337661599,0.227633914,0.34253347,0.262065169,0.443536658,0.612898527,0.313347371,0.4443755,0.477254552,0.310028563,0.1805517,0.512584409,0.701640585,0.341021563,0.469304429,0.491945973,0.346964971,0.561652318,0.438070124,NA,0.438528345,0.358566978,0.398313066
Bryostatin 1,5.67E-03,4.93E-02,2.20E-02,4.96E-03,3.79E-04,3.15E-02,1.32E-02,1.69E-03,0.210676253,2.94E-02,0.145378601,0.144483772,0,6.59E-03,0.218096142,5.80E-03,1.36E-03,7.52E-03,0.268861682,0.638616902,0.148189959,NA,0.262617422,NA,8.46E-02,0.117156122,0.110199739,3.78E-02,0.233429962,0.238635455,3.46E-02,4.04E-02,9.78E-02,7.59E-02,2.31E-02,4.14E-02,0.200046473,NA,0,0.126999063,0.285915092,4.70E-02,0.184640272,9.73E-03,5.47E-03,5.36E-02,9.69E-02,2.43E-02
CP724714,9.69E-02,3.91E-02,4.91E-03,3.34E-03,6.25E-03,4.43E-02,3.60E-02,0,5.05E-03,7.11E-02,3.87E-02,1.80E-02,2.06E-02,1.72E-02,2.71E-02,5.26E-02,8.21E-03,1.59E-02,2.36E-02,NA,9.88E-02,NA,2.64E-02,NA,9.53E-03,4.36E-02,3.43E-02,6.65E-02,3.46E-03,6.98E-02,3.50E-02,0.160306209,8.60E-02,0.257766776,0.148135097,2.76E-02,1.35E-02,NA,1.39E-02,9.16E-03,0,9.92E-03,1.99E-02,5.96E-02,9.77E-02,8.30E-02,1.17E-02,3.03E-02
CUDC-101,0.699361431,0.681431358,0.619163424,0.566774583,NA,0.550800539,0.53733093,0.392512081,0.457328046,0.71392782,0.621627803,0.7577528,0.534623006,0.615435886,0.79791344,0.707580743,0.342311256,0.482163227,0.772073531,NA,0.708330364,NA,0.741039963,NA,0.828072508,0.614891956,0.11560912,3.25E-02,0.382087074,0.407977796,0.265419567,0.216155302,0.441869,0.322434915,0.72784881,0.330434,0.469762071,NA,0.487257043,0.255446541,0.592734974,0.802464602,0.873212523,0.290995142,0.929524433,0.515368764,0.745307759,0.496609643
GSK1070916,0.404337901,0.217250586,0.565152049,0.543830818,0.786548654,0.230990023,0.254966467,0.161147006,0.607435704,0.792612406,0.626077614,0.811049003,0.539396948,0.363226614,0.747444117,0.252636283,5.62E-02,0.297323574,0.667057447,NA,0.230947287,NA,0.711314488,NA,0.62988932,0.38294645,0.140101021,0.222297724,4.11E-02,0.112425582,5.45E-02,1.71E-03,1.29E-02,0.100661491,0.300131149,1.71E-02,2.71E-02,NA,8.71E-02,4.52E-03,3.53E-02,0.165388848,0.32304887,0.366936802,0.210646544,0.209734283,0.814159204,0.482212639
GSK2636771,5.26E-04,NA,1.74E-02,2.06E-02,3.24E-03,NA,NA,9.66E-02,NA,NA,0.240138718,NA,6.25E-02,4.15E-03,1.44E-02,0,NA,7.51E-03,0,1.86E-02,0.104795777,1.04E-03,6.97E-02,8.46E-02,3.58E-02,1.10E-02,NA,NA,1.60E-02,1.90E-02,0,0,0.18717,2.69E-02,0,1.49E-03,NA,0,0.24675332,4.62E-02,8.47E-02,9.59E-02,0.187600014,0.102464519,0.292989031,6.62E-02,NA,9.72E-02
GSK690693,4.15E-02,2.17E-03,5.51E-02,0,0.720196987,3.37E-02,9.32E-02,6.40E-02,0.315104609,0.37537637,0.264124931,0.152509805,5.43E-02,0.134044684,0.193534125,0.386177146,3.07E-03,0.452380333,0.379425231,NA,0.273465349,NA,0.286136245,NA,5.29E-02,1.22E-02,0.274187457,0.446522988,0.150956656,0.229990646,7.11E-02,0,5.95E-02,0.18941565,0.242223835,7.72E-02,0,NA,3.40E-02,0,0,0.102198398,0.352055951,0,0.238900655,0.134721276,4.17E-03,1.31E-02
KW-2449,0.251566698,0.209084143,0.27991689,0.361915017,0.382567684,NA,NA,4.43E-02,NA,0.656197797,0.318732182,0.583492702,0.314859058,0.37318525,0.37653594,0.242982713,0.324163019,0.280127858,0.310431409,0.265996751,0.117575626,0.356491294,0.234909132,0.254186859,0.237540083,0.311986444,0.134024104,8.41E-02,0.121133847,8.25E-02,0.133069882,8.01E-02,5.05E-02,9.56E-02,4.97E-02,4.31E-02,0.255468007,0.22568223,6.49E-02,4.22E-02,8.73E-02,0.258806594,0.172496053,0.183211544,0.160354614,0.133889847,0.140206519,9.30E-02
OSI-930,4.73E-02,0.127731536,3.01E-02,0.114160324,0.849672919,0.107459261,3.69E-02,9.89E-02,2.21E-02,0.366691733,0.150857357,0.233466421,4.10E-02,9.56E-02,4.29E-02,6.90E-02,0.200603485,8.76E-02,0.220330431,0.331357264,4.89E-02,0.270968439,0.568662515,0.257382859,0.120574938,0.162839964,5.66E-02,9.85E-02,5.76E-02,5.17E-02,6.74E-02,5.75E-02,4.67E-02,2.35E-02,1.62E-02,5.42E-02,7.73E-02,0.127530813,8.77E-02,8.28E-02,0.100977331,6.52E-02,7.15E-02,8.25E-02,8.66E-02,6.09E-02,8.25E-02,2.95E-02
OSU-03012,0.422253063,0.480330436,0.346599408,0.109547664,NA,0.122957253,8.72E-02,0.195237581,0.281593402,0.395963521,0.359110251,0.367112764,0.331524496,0.153212251,0.155749326,0.22679604,7.56E-02,0.273112105,0.490001873,NA,8.66E-02,NA,0.273301891,NA,0.55055712,0.39658003,0.374893682,0.531455487,0.539450716,0.11582348,0.470341383,0.21695599,0.148118,0.510412053,0.43433694,0.497873,0.606368252,NA,9.52E-02,0.19759347,0.476659435,0.229684413,0.285364273,0.213817953,0.141412067,0.257890384,0.315075367,0.391356335
pac-1,0.111677119,0.102918286,8.46E-02,0.112948798,0.187068902,3.25E-02,3.03E-02,0.197448065,9.54E-02,0.110222314,0.219685226,1.76E-02,0.111292856,0.107714104,7.41E-02,8.47E-02,0.116275836,0.159619286,0.224023201,0.17297572,0.140352309,0.256166931,0.139491963,0.239952527,0.188485242,0.129928441,0.101502265,0.181638847,8.83E-02,0.108327361,0.109759317,9.73E-02,0.1513395,0.165779023,0.13624904,0.1208765,0.306292204,0.287030854,9.66E-02,0.124853205,0.138042618,0.126081052,0.131225745,0.152452924,9.59E-02,9.26E-02,6.05E-02,8.83E-02
PF-562271,8.62E-02,2.85E-02,6.17E-02,2.09E-02,0.134586168,3.29E-02,2.50E-02,4.71E-03,9.47E-02,0.428954846,0.291274839,0.379620345,7.39E-02,1.04E-02,0.120850217,2.29E-03,1.63E-03,0.107258761,0.155730869,NA,2.07E-02,NA,4.91E-02,NA,0.140191596,2.59E-02,0.125740078,3.94E-02,0.188377029,0.169530272,3.58E-02,8.70E-02,0.229959,0.229002786,4.56E-02,0.112532,0.11024145,NA,5.91E-02,1.99E-02,0.225235089,0.283387293,0.25970018,0.222546332,2.59E-03,5.90E-02,8.36E-02,0.252055812
PHA-793887,0.3638037,0.274015099,0.345087499,0.147761122,0.535385856,0.140225451,0.367130042,3.06E-02,0.592280155,0.692943985,0.447429365,0.676531355,0.414891795,0.59915087,0.48893015,0.33900925,0.291518863,0.474311969,0.677547573,0.543157507,0.413634994,0.315249635,0.250273255,0.461111123,0.673615797,0.4307315,0.190715821,0.363497288,0.203554305,0.117860704,0.160116444,5.47E-02,0.1135095,0.231726975,0.354440039,0.10663415,7.57E-02,0.432078968,0.164588143,7.98E-02,0.152499151,0.146826323,0.178644342,2.21E-02,0.207631514,5.23E-02,0.160869491,0.577576605
serdemetan,NA,NA,NA,NA,0.119174071,0.105640371,NA,NA,0.35368575,NA,9.42E-02,0.248168439,1.96E-02,NA,0.31999364,NA,NA,NA,0.110243271,0.212295118,9.58E-02,NA,0.181699875,NA,NA,0.245466388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGX-523,7.44E-02,7.61E-02,2.64E-02,5.02E-02,6.47E-02,NA,NA,5.88E-03,NA,2.74E-02,6.75E-02,NA,6.07E-02,2.15E-02,6.04E-04,5.64E-02,9.39E-04,1.82E-02,6.77E-03,1.27E-02,1.05E-02,2.73E-02,1.90E-03,5.53E-03,7.74E-03,1.29E-03,2.67E-02,9.02E-02,7.74E-02,1.38E-02,1.85E-02,1.66E-02,0.208411,6.65E-02,2.05E-02,1.91E-02,0.114598956,0,3.18E-02,5.38E-02,2.55E-02,8.72E-02,0.100156795,4.01E-02,0.323434554,4.38E-02,0.162502572,4.44E-02
tamatinib,8.64E-03,5.06E-02,1.03E-02,0.165840801,0.338922868,NA,NA,1.70E-02,NA,0.525458886,0.444087486,0.615662273,0.106278862,0.166137631,0.262766077,0.268590936,7.93E-02,9.25E-02,9.22E-02,2.64E-02,6.70E-02,0.169884465,0.132956291,0.324431889,2.65E-04,1.97E-03,0.238834728,0.253893507,0.126813565,0,3.18E-02,0.106057039,1.18E-02,0.265740347,0.181150982,7.79E-02,0.10864305,NA,0.260161958,1.18E-02,3.71E-02,0.1680743,0.1413401,0.118614162,2.09E-02,0.105307106,NA,9.89E-03
ZSTK474,0.300158329,0.199843408,0.37409619,0.121463033,0.587277696,0.311743854,0.34902879,0.12030687,0.711851652,0.548666872,0.523463363,0.454745684,0.406669644,0.453019213,0.383313158,0.315335716,0.145635469,0.506475559,0.485533082,0.118458213,0.401994186,0.31250914,0.815447799,0.374665414,0.458753189,0.184234065,0.209471098,0.287904204,9.33E-02,0.332123799,0.168163776,1.12E-02,0.287213,0.272468164,0.229737224,0.1554555,6.27E-02,NA,0.255339305,0.116639957,3.14E-02,0.388499511,0.507992378,0.285264022,0.339060945,0.211903794,0.567260128,0.172241459
alvocidib,0.602703865,NA,0.604787746,0.639599767,0.680723702,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58745294,0.445036312,NA,NA,0.644869602,NA,NA,0.627063556,NA,0.546988118,NA,NA,NA,NA,0.567116091,0.517023852,NA,0.441559932,0.424194,NA,0.547694279,0.409533,NA,NA,0.477420574,0.455100763,0.691344295,0.456312415,0.712964233,0.471963945,0.856766468,0.476454893,NA,NA
AZD4547,0.178539852,0.162417294,NA,0.197372029,0.471409162,NA,NA,7.53E-02,NA,0.473297568,0.187051615,NA,NA,NA,0.208321622,NA,0.248491807,0.247543655,NA,0.241168645,0.121657441,0.226583561,0.131932351,0.192510974,0.217956156,0.214331911,0.141861365,8.78E-02,4.83E-02,8.76E-02,7.18E-02,0.18360609,NA,0.157591236,4.64E-02,4.68E-02,0.60559088,0.298411875,0.1271185,4.84E-02,0.107989428,0.251744804,NA,6.49E-02,0.373461463,0.269510601,0.274957879,7.83E-02
birinapant,0,2.37E-02,1.85E-02,2.89E-03,0.257864488,NA,NA,0.168204181,NA,0.410926452,0.11741628,0.233407795,0.187230897,3.02E-03,0,0,0.109002778,0.302474906,1.53E-03,0.133168649,9.94E-02,7.41E-02,0.137174615,0.81614271,0.705623692,3.78E-02,0.130984417,0.342329736,7.70E-02,6.76E-03,4.93E-03,4.10E-02,6.08E-02,4.69E-02,1.26E-02,0,0.121977369,5.37E-03,1.84E-04,0.156046568,0.113254759,0.161714992,3.55E-02,1.99E-02,0.122419961,0.111985391,7.95E-03,6.18E-02
BMS-754807,0.373424385,0.122452994,0.346325017,0.219086287,0.390538523,0.201713462,0.274883933,5.17E-02,0.593483837,0.238262265,0.205899217,0.292310206,0.436720332,0.230876182,0.427506215,7.11E-02,0.136137777,0.471289174,0.40299692,0.44671042,0.190034365,0.346738582,0.450566176,0.180242988,0.53442019,0.372968661,0.351375144,0.26458891,0.267068343,0.176049011,0.199769723,0.253998355,0.1885155,0.213643277,0.11474881,0.217361,0.572825788,0.315251589,0.115015265,2.52E-02,0.204602075,0.48396493,0.303712385,0.171471041,9.09E-02,0.155699344,0.271905102,0.262639613
foretinib,0.407080569,0.137329724,0.319030893,0.366101268,0.88602081,0.58925159,0.287904946,0.162041024,0.382204387,0.980308161,0.77700417,0.839542817,0.535431671,0.298598214,0.627798238,0.269647919,0.28775111,0.336259596,0.421531777,0.247845854,0.299961014,0.517125089,1,0.408957364,0.473689503,0.522616535,0.19990205,0.421817547,0.372040913,0.34485624,0.141815504,0.196965304,0.4389205,0.319811783,0.430065854,0.228814,0.573036327,0.365030618,0.388586369,0.146763495,0.303499286,0.47416038,0.397532563,0.395436033,0.669246867,0.521084224,0.432797098,0.261529894
KX2-391,0.933113488,0.63953851,0.775033534,0.881786522,0.858113651,NA,NA,0.556271279,NA,0.665058064,0.345642739,0.585608297,0.542024568,0.830756309,0.644980047,0.792934322,0.575865164,NA,0.805161922,0.755497894,0.670277869,0.516733278,0.537017291,0.669928175,0.786673357,0.644084145,0.224757811,0.294418188,0.247622529,0.356789135,0.474491259,0.240401187,0.471539,0.491700176,0.199265614,0.23673,0.118263307,0.245346287,0.571249365,0.386846514,0.423810456,0.34208149,0.761160552,0.355817037,0.476020303,0.752568678,0.49614001,0.342745203
